now_us,each_delv_MB,ss_status,lost_pkt,cwnd_MB,ssthresh_pkt,rtt_us,total_delv_B,total_retrans_pkt,total_sent_B
125236735,1308,1,0,11.717063999999999,2147483647,58996662,11705292,0,23421048
125236846,1308,1,0,11.718371999999999,2147483647,58996773,11706600,0,23423664
125236900,1308,1,0,11.71968,2147483647,58993359,11707908,0,23426280
125276695,1308,1,0,11.720988,2147483647,59033154,11709216,0,23428896
125276804,1308,1,0,11.722296,2147483647,59000472,11710524,0,23431512
125319172,1308,1,0,11.723604,2147483647,59042840,11711832,0,23434128
125319282,1308,1,0,11.724912,2147483647,58996593,11713140,0,23436744
125319333,1308,1,0,11.72622,2147483647,58996644,11714448,0,23439360
125361797,1308,1,0,11.727528,2147483647,58999062,11715756,0,23441976
125361908,1308,1,0,11.728836,2147483647,58999173,11717064,0,23444592
125361962,1308,1,0,11.730144,2147483647,58995757,11718372,0,23447208
125362001,1308,1,0,11.731451999999999,2147483647,58995796,11719680,0,23447208
125401731,1308,1,0,11.732759999999999,2147483647,58997023,11720988,0,23452440
125401839,1308,1,0,11.734067999999999,2147483647,58997131,11722296,0,23455056
125401892,1308,1,0,11.735375999999999,2147483647,58993713,11723604,0,23457672
125436199,1308,1,0,11.736684,2147483647,59028020,11724912,0,23460288
125436312,1308,1,0,11.737992,2147483647,59021189,11726220,0,23462904
125436362,1308,1,0,11.7393,2147483647,59021239,11727528,0,23465520
125476644,1308,1,0,11.740608,2147483647,59054576,11728836,0,23468136
125476754,1308,1,0,11.741916,2147483647,59054686,11730144,0,23470752
125476807,1308,1,0,11.743224,2147483647,59033159,11731452,0,23473368
125476845,1308,1,0,11.744532,2147483647,59033197,11732760,0,23473368
125516979,1308,1,0,11.74584,2147483647,59069858,11734068,0,23478600
125517089,1308,1,0,11.747148,2147483647,59069968,11735376,0,23481216
125517141,1308,1,0,11.748456,2147483647,59036321,11736684,0,23483832
125556998,1308,1,0,11.749763999999999,2147483647,59076178,11737992,0,23486448
125557109,1308,1,0,11.751071999999999,2147483647,59072815,11739300,0,23489064
125557159,1308,1,0,11.752379999999999,2147483647,59072865,11740608,0,23491680
125596457,1308,1,0,11.753687999999999,2147483647,59105214,11741916,0,23494296
125596586,1308,1,0,11.754996,2147483647,59105343,11743224,0,23496912
125596641,1308,1,0,11.756304,2147483647,59073660,11744532,0,23499528
125636429,1308,1,0,11.757612,2147483647,59113448,11745840,0,23502144
125636558,1308,1,0,11.75892,2147483647,59110102,11747148,0,23504760
125636611,1308,1,0,11.760228,2147483647,59110155,11748456,0,23507376
125636649,1308,1,0,11.761536,2147483647,59103242,11749764,0,23507376
125678922,1308,1,0,11.762844,2147483647,59145515,11751072,0,23512608
125679034,1308,1,0,11.764152,2147483647,59120338,11752380,0,23515224
125679085,1308,1,0,11.76546,2147483647,59120389,11753688,0,23517840
125721967,1308,1,0,11.766767999999999,2147483647,59159795,11754996,0,23520456
125722075,1308,1,0,11.768075999999999,2147483647,59159903,11756304,0,23523072
125722127,1308,1,0,11.769383999999999,2147483647,59122788,11757612,0,23525688
125761829,1308,1,0,11.770691999999999,2147483647,59162490,11758920,0,23528304
125761941,1308,1,0,11.772,2147483647,59159125,11760228,0,23530920
125761998,1308,1,0,11.773308,2147483647,59159182,11761536,0,23533536
125762034,1308,1,0,11.774616,2147483647,59152264,11762844,0,23533536
125796972,1308,1,0,11.775924,2147483647,59187202,11764152,0,23538768
125797086,1308,1,0,11.777232,2147483647,59180361,11765460,0,23541384
125797136,1308,1,0,11.77854,2147483647,59180411,11766768,0,23544000
125836572,1308,1,0,11.779848,2147483647,59196604,11768076,0,23546616
125836699,1308,1,0,11.781156,2147483647,59196731,11769384,0,23549232
125836751,1308,1,0,11.782464,2147483647,59193306,11770692,0,23551848
125876758,1308,1,0,11.783771999999999,2147483647,59233313,11772000,0,23554464
